Category,Condition,UserQuery,BotResponse
Pediatric Issues,Constipation in babies,Tell me about constipation in babies,Constipation in babies is difficulty passing stools in infants. It's a condition under the 'Pediatric Issues' category. It's advisable to consult a healthcare provider for proper diagnosis and treatment.
Pediatric Issues,Constipation in babies,I want to know about constipation in babies,Constipation in babies is difficulty passing stools in infants. It's a condition under the 'Pediatric Issues' category. It's advisable to consult a healthcare provider for proper diagnosis and treatment.
Pediatric Issues,Constipation in babies,What are symptoms of constipation in babies?,Constipation in babies is difficulty passing stools in infants. It's a condition under the 'Pediatric Issues' category. It's advisable to consult a healthcare provider for proper diagnosis and treatment.
Pediatric Issues,Constipation in babies,How do I treat constipation in babies?,Constipation in babies is difficulty passing stools in infants. It's a condition under the 'Pediatric Issues' category. It's advisable to consult a healthcare provider for proper diagnosis and treatment.
Pediatric Issues,Constipation in babies,What causes constipation in babies?,Constipation in babies is difficulty passing stools in infants. It's a condition under the 'Pediatric Issues' category. It's advisable to consult a healthcare provider for proper diagnosis and treatment.
Pediatric Issues,Constipation in babies,Is constipation in babies serious?,Constipation in babies is difficulty passing stools in infants. It's a condition under the 'Pediatric Issues' category. It's advisable to consult a healthcare provider for proper diagnosis and treatment.
Pediatric Issues,Constipation in babies,Do I need a doctor for constipation in babies?,Constipation in babies is difficulty passing stools in infants. It's a condition under the 'Pediatric Issues' category. It's advisable to consult a healthcare provider for proper diagnosis and treatment.
Pediatric Issues,Constipation in babies,What should I do about constipation in babies?,Constipation in babies is difficulty passing stools in infants. It's a condition under the 'Pediatric Issues' category. It's advisable to consult a healthcare provider for proper diagnosis and treatment.
Pediatric Issues,Constipation in babies,Help me with constipation in babies,Constipation in babies is difficulty passing stools in infants. It's a condition under the 'Pediatric Issues' category. It's advisable to consult a healthcare provider for proper diagnosis and treatment.
Pediatric Issues,Constipation in babies,Information about constipation in babies,Constipation in babies is difficulty passing stools in infants. It's a condition under the 'Pediatric Issues' category. It's advisable to consult a healthcare provider for proper diagnosis and treatment.
Pediatric Issues,Constipation in babies,Explain constipation in babies,Constipation in babies is difficulty passing stools in infants. It's a condition under the 'Pediatric Issues' category. It's advisable to consult a healthcare provider for proper diagnosis and treatment.
Pediatric Issues,Constipation in babies,I have constipation in babies,Constipation in babies is difficulty passing stools in infants. It's a condition under the 'Pediatric Issues' category. It's advisable to consult a healthcare provider for proper diagnosis and treatment.
Pediatric Issues,Constipation in babies,I think I have constipation in babies,Constipation in babies is difficulty passing stools in infants. It's a condition under the 'Pediatric Issues' category. It's advisable to consult a healthcare provider for proper diagnosis and treatment.
Pediatric Issues,Constipation in babies,Symptoms of constipation in babies,Constipation in babies is difficulty passing stools in infants. It's a condition under the 'Pediatric Issues' category. It's advisable to consult a healthcare provider for proper diagnosis and treatment.
Pediatric Issues,Constipation in babies,Treatment for constipation in babies,Constipation in babies is difficulty passing stools in infants. It's a condition under the 'Pediatric Issues' category. It's advisable to consult a healthcare provider for proper diagnosis and treatment.
Pediatric Issues,Constipation in babies,Cure for constipation in babies,Constipation in babies is difficulty passing stools in infants. It's a condition under the 'Pediatric Issues' category. It's advisable to consult a healthcare provider for proper diagnosis and treatment.
Pediatric Issues,Constipation in babies,Home remedies for constipation in babies,Constipation in babies is difficulty passing stools in infants. It's a condition under the 'Pediatric Issues' category. It's advisable to consult a healthcare provider for proper diagnosis and treatment.
Pediatric Issues,Constipation in babies,Prevention of constipation in babies,Constipation in babies is difficulty passing stools in infants. It's a condition under the 'Pediatric Issues' category. It's advisable to consult a healthcare provider for proper diagnosis and treatment.
Pediatric Issues,Vaccination queries,Can you tell me about vaccination queries?,Vaccination queries is questions about child immunization. It's a condition under the 'Pediatric Issues' category. It's advisable to consult a healthcare provider for proper diagnosis and treatment.
Pediatric Issues,Vaccination queries,What is vaccination queries?,Vaccination queries is questions about child immunization. It's a condition under the 'Pediatric Issues' category. It's advisable to consult a healthcare provider for proper diagnosis and treatment.
Pediatric Issues,Vaccination queries,Tell me about vaccination queries,Vaccination queries is questions about child immunization. It's a condition under the 'Pediatric Issues' category. It's advisable to consult a healthcare provider for proper diagnosis and treatment.
Pediatric Issues,Vaccination queries,I want to know about vaccination queries,Vaccination queries is questions about child immunization. It's a condition under the 'Pediatric Issues' category. It's advisable to consult a healthcare provider for proper diagnosis and treatment.
Pediatric Issues,Vaccination queries,What are symptoms of vaccination queries?,Vaccination queries is questions about child immunization. It's a condition under the 'Pediatric Issues' category. It's advisable to consult a healthcare provider for proper diagnosis and treatment.
Pediatric Issues,Vaccination queries,How do I treat vaccination queries?,Vaccination queries is questions about child immunization. It's a condition under the 'Pediatric Issues' category. It's advisable to consult a healthcare provider for proper diagnosis and treatment.
Pediatric Issues,Vaccination queries,What causes vaccination queries?,Vaccination queries is questions about child immunization. It's a condition under the 'Pediatric Issues' category. It's advisable to consult a healthcare provider for proper diagnosis and treatment.
Pediatric Issues,Vaccination queries,Is vaccination queries serious?,Vaccination queries is questions about child immunization. It's a condition under the 'Pediatric Issues' category. It's advisable to consult a healthcare provider for proper diagnosis and treatment.
Pediatric Issues,Vaccination queries,Do I need a doctor for vaccination queries?,Vaccination queries is questions about child immunization. It's a condition under the 'Pediatric Issues' category. It's advisable to consult a healthcare provider for proper diagnosis and treatment.
Pediatric Issues,Vaccination queries,What should I do about vaccination queries?,Vaccination queries is questions about child immunization. It's a condition under the 'Pediatric Issues' category. It's advisable to consult a healthcare provider for proper diagnosis and treatment.
Pediatric Issues,Vaccination queries,Help me with vaccination queries,Vaccination queries is questions about child immunization. It's a condition under the 'Pediatric Issues' category. It's advisable to consult a healthcare provider for proper diagnosis and treatment.
Pediatric Issues,Vaccination queries,Information about vaccination queries,Vaccination queries is questions about child immunization. It's a condition under the 'Pediatric Issues' category. It's advisable to consult a healthcare provider for proper diagnosis and treatment.
Pediatric Issues,Vaccination queries,Explain vaccination queries,Vaccination queries is questions about child immunization. It's a condition under the 'Pediatric Issues' category. It's advisable to consult a healthcare provider for proper diagnosis and treatment.
